Company Numebr,CurrentRatio,QuickRatio,CashRatio,WorkingCapital,InterestCoverageRatio,CurrentLiabilityCoverage,CurrentLiabilityCoverage,AssetLiabilityRatio,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,ROA,NetProfitToCurrentAssetA,NetProfitToFixedAssetA,ROEA,EBIT,EBTAT,EBITToAsset,ReturnOnInvestedCapital,ReturnOnLongTermInvested,OperatingMarginRatio,OperatingCostRatio,OperatingProfiToRevenue,OperatingNetProfiToRevenue,GrossCostRatio,ManagementExpenseRate,FinancialExpenseRate,PeriodExpenseRate,ProfitToCost,ImpairmentLossToRevenue,EBITDAToRevenue,EBITToRevenue,ROEParentA,OperatingIncomeCashRatioA,OperatingIncomeCashRatioB,EquityAppreciationRatioA,EquityGrowthRatioA,FixedAssetsGrowthA,AssetsGrowthA,ReceivablesToIncome,ReceivableTurnoverA,InventoryTurnoverA,CurrentAssetToIncome,CurrentAssetTurnoverA,FixedAssetToIncome,FixedAssetTurnoverA,NoncurrentAssetTurnoverA,CapitalIntensity,AssetTurnoverA,EequityTurnoverA,labels
249,1.828299,1.536289,0.296972,47891165.03,13.143242,0.193133,20.014298,0.509333,0.520273,2.038042,1.038042,0,0,0.053207,0.051859,3.407343,0.098421,7333078.78,5933504.84,0.064598,0.086657,0.138468,0.192753,0.807247,0.06586,0.053258,0.934287,0.079096,0.00542,0.120086,0.070978,0.001963,0.079696,0.07124,0.104838,1.14898,0.108484,1.109166,0.109166,0.658694,0.132063,0.608349,1.643792,0.164023,5.994815,1.026964,0.973744,0.01563,63.978302,13.182123,1.102825,0.906763,0
250,4.702859,3.762466,1.727343,57985496.26,-11.224736,-0.685145,-12.123687,0.159549,0.159743,1.189838,0.189838,0,0,-0.10852,-0.156646,-0.650134,-0.13985,-9933583.87,-10592506.91,-0.101209,-0.119022,-0.145239,0.329699,0.670301,-0.170592,-0.176414,1.199948,0.130668,0.013533,0.472729,-0.144738,0.050754,-0.119256,-0.151907,-0.13985,1.156195,-0.164073,1.519167,0.519167,-0.082062,0.258975,0.302891,3.301516,0.225197,2.417505,1.126201,0.887941,0.27135,3.685271,2.668618,1.500927,0.666255,0
251,8.2762,7.998664,5.402065,208527119,-25.280131,0.032589,-0.841692,0.104367,0.105854,1.116529,0.116529,0.009414,0.012204,0.079304,0.104643,0.936832,0.092689,28051282.72,23875502.64,0.093823,0.087712,0.109184,0.897287,0.102713,0.238458,0.202821,0.793565,0.126334,-0.009067,0.684972,0.302525,0.001788,0.276382,0.229227,0.092689,0.831784,0.007632,1.102158,0.102158,0.115977,0.091611,0.5077,1.969665,0.064997,0.790442,1.938212,0.515939,0.216497,4.619005,1.980359,2.443171,0.409304,0
254,2.297277,2.065948,1.335222,258772096.9,-228.925171,0.01148,0.952685,0.301034,0.301087,1.430685,0.430685,0,0,-0.812368,-1.179937,-229.789301,-1.167433,-550259920.3,-538349095.3,-0.830422,-1.078568,-0.765615,-0.639251,1.639251,-2.495501,-2.29725,2.026849,0.173924,0.010212,0.238861,-1.250232,0.146118,-2.327385,-2.337864,-1.16743,1.223826,0.009729,0.475381,-0.524619,-0.297084,-0.418364,0.395545,2.528158,0.196049,0.883711,1.946926,0.51363,0.009997,100.027986,1.151615,2.815272,0.355206,0
255,1.962648,1.786666,0.488413,151972242.9,22.398947,-0.019766,-2.421876,0.328767,0.348624,1.489795,0.489795,0.026845,0.061997,0.039948,0.061447,0.895214,0.055742,28859003.09,19928495.65,0.056715,0.044381,0.084461,0.196969,0.803031,0.092104,0.065201,0.901466,0.037802,0.004412,0.106443,0.103817,-0.015239,0.117886,0.098832,0.052308,0.8534,-0.010686,1.059027,0.059027,-0.770597,0.188951,0.533053,1.875985,0.095144,3.787051,1.061094,0.942423,0.072833,13.730069,1.46733,1.742604,0.573854,0
256,2.666915,2.092569,0.044875,32203788.07,-4.775572,0.067985,1.250991,0.25366,0.25366,1.339871,0.339871,0.01452,0.027186,-0.064288,-0.119715,-0.620379,-0.103807,-5013887.77,-5100136.139,-0.062977,-0.084886,-0.089967,0.442602,0.557398,-0.281494,-0.691508,1.503648,0.546576,0.117705,0.8021,-0.500048,0.144149,-0.167487,-0.562109,-0.103807,1.004407,0.147248,1.174587,0.174587,-0.247333,-0.07471,1.61272,0.620071,1.24398,10.288598,5.776286,0.173122,1.114655,0.897139,0.317533,8.925569,0.112038,0
257,11.777793,11.777793,11.207306,20805049.87,30.798962,-5.064743,31.540468,0.070792,0.08174,1.076185,0.076185,0,0,-0.35098,-0.407321,-11.022776,-0.365486,-9546942.26,-9571389.147,-0.350113,-0.377719,-0.321759,0.777743,0.222257,-1.813059,-1.817696,2.813491,2.407911,-0.060843,2.457374,-0.676606,0.122511,-1.568887,-1.873896,-0.365486,1.091577,-1.919011,0.745137,-0.254863,-0.257563,-0.314858,0.183827,5.439885,0,0.235493,4.462559,0.224087,0.164904,6.064148,1.123965,5.352267,0.186837,0
258,2.897677,2.334283,0.877077,102930605.3,-47.131845,0.185494,14.850186,0.282288,0.282999,1.393316,0.393316,0,0,-0.154501,-0.193193,-1.18687,-0.220182,-31932555.39,-29733426.16,-0.166189,-0.207737,-0.208241,0.287929,0.712071,-0.299052,-0.278581,1.273882,0.26295,0.006216,0.47431,-0.252184,0.085089,-0.188939,-0.29297,-0.133997,1.245891,0.092308,0.818132,-0.181868,1.268204,-0.078995,0.43391,2.304627,0.280365,2.291137,1.441987,0.693488,0.234719,4.260409,3.116432,1.762866,0.567258,0
260,1.077,0.583512,0.030261,6750444.35,1.080146,0.029106,0.743282,0.718126,1.008924,3.547684,2.547684,0.360417,3.688435,0.023157,0.002085,0.012368,0.004456,3708142.23,2653621.603,0.023656,0.046845,0.052457,0.252922,0.747078,-0.008167,0.003376,1.033953,0.156309,0.058861,0.271169,0.004633,0.00109,0.108176,0.063579,0.004456,1.070525289,0.04375,1.004476,0.004476,-0.060532,0.100739,0.515497,1.939874,0.741779,21.984559,1.618878,0.617712,0.272958,3.663566,0.935691,2.687606,0.372078,0
261,3.947819,3.006933,0.213371,270867871.8,10.48172,-0.096827,-3.306606,0.225255,0.247524,1.290748,0.290748,0.006155,0.007384,0.054614,0.055334,5.045339,0.062161,28203579.17,22189774.25,0.067666,0.066384,0.090644,0.798322,0.201678,0.429247,0.342532,0.642061,0.230739,0.045916,0.312192,0.847225,0.125857,0.50858,0.48128,0.055917,1.130182,-0.151826,1.085886,0.085886,0.111091,0.086552,1.2159,0.822436,1.475324,2.988918,6.190238,0.161545,0.067891,14.72955,1.08421,7.112568,0.140596,0
262,3.008095,1.908459,0.260578,35077222.04,40.0918,0.028914,5.711994,0.303618,0.303618,1.435993,0.435993,0.001672,0.001921,0.058915,0.063072,0.674502,0.082402,3545025.19,3398929.337,0.061381,0.081819,0.091916,0.210106,0.789894,0.049034,0.047429,0.96191,0.12611,0.001265,0.167679,0.051659,0.000917,0.065436,0.050733,0.082043,1.196423,0.007228,1.09416,0.09416,1.162197,0.27937,0.229294,4.361216,0.27489,15.351571,0.751971,1.329839,0.070317,14.221399,13.413817,0.826521,1.209891,0
264,3.337048,2.368098,0.882314,386120532.4,-117.976884,0.164832,-45.55112,0.282605,0.304846,1.393932,0.393932,0.096948,0.160296,0.072166,0.106274,0.416517,0.101632,70533272.62,58100516.26,0.087768,0.078117,0.121675,0.610189,0.389811,0.181849,0.149666,0.843693,0.098145,-0.001527,0.430928,0.221377,0.008389,0.222403,0.180166,0.101632,1.03964,0.069562,1.247132,0.247132,0.094043,0.139101,0.468585,2.134087,0.408917,2.685612,1.408303,0.710074,0.359328,2.782973,1.551712,2.052753,0.487151,0
265,0.84299,0.587659,0.229125,-21793630.3,4.723368,0.21217,9.93251,0.481204,0.531882,1.927539,0.927539,0.154509,-1.562722,0.033935,0.078841,0.082703,0.0495,14004904.86,11702850.02,0.038986,0.038586,0.061853,0.438343,0.561657,0.041278,0.052224,0.966953,0.150069,0.016785,0.387077,0.065874,0.002118,0.192512,0.079282,0.050352,1.174084,0.166719,1.052078,0.052078,0.824339,0.002899,0.120056,8.329422,0.200634,5.554282,0.662404,1.509654,0.631468,1.583612,0.729286,2.033607,0.491737,0
266,9.6949,8.61773,1.132069,74163294.36,818.300191,2.173961,634.962369,0.148108,0.155423,1.173858,0.173858,0.105751,0.244611,0.116126,0.252529,0.448008,0.136126,23896861.38,20907888.55,0.132705,0.119946,0.143414,0.249674,0.750326,0.161574,0.145609,0.870726,0.089123,0.000204,0.108298,0.193828,0.001249,0.222341,0.166629,0.136126,0.723884,0.129296,1.089659,0.089659,-0.136208,-0.011793,0.157213,6.360814,0.064065,14.85229,0.576603,1.734294,0.325015,3.076785,1.47268,1.255637,0.796408,0
267,12.922145,11.62765,3.285834,153850812.4,-429.612514,-0.892565,160.481388,0.062066,0.063534,1.066173,0.066173,0,0,0.133164,0.166465,9.245553,0.142344,30834557.47,27694506.03,0.148302,0.140535,0.172613,0.835421,0.164579,0.382885,0.343894,0.703634,0.364853,-0.000889,0.479905,0.594096,0.046526,0.409384,0.381996,0.146756,0.857958,-0.142694,1.201899,0.201899,-0.129111,0.10938,1.108652,0.901996,0.206951,1.903652,2.065862,0.484059,0.037196,26.884884,1.960995,2.575808,0.388228,0
268,10.756348,10.702925,3.5481,122087249.6,-223.574041,0.421083,-78.429274,0.056908,0.088933,1.060342,0.060342,0.000382,0.000653,0.0581,0.09602,7.837095,0.061928,15020819.71,12866805.55,0.067877,0.061582,0.073611,0.507397,0.492603,0.160096,0.138389,0.858402,0.18067,-0.000719,0.335094,0.195188,0.029511,0.193908,0.160837,0.061971,0.892879,0.056421,1.047705,0.047705,1.888527,0.057258,0.814937,1.227088,0.007158,2.103428,1.441257,0.693839,0.017658,56.630791,1.077264,2.369535,0.422024,0
269,1.472719,1.407301,0.350093,350087523.4,-18.363477,0.036849,-7.402859,0.659378,0.659424,2.935802,1.935802,0,0,0.050675,0.055564,2.85349,0.158407,67695509.46,57472438.59,0.060273,0.148771,0.187511,0.116711,0.883289,0.054576,0.046406,0.945424,0.042523,-0.002823,0.040626,0.059162,0.016555,0.05355,0.051838,0.158407,0.849959,0.020897,1.126969,0.126969,-0.080882,0.239594,0.571182,1.750756,0.037099,5.036811,0.835181,1.197346,0.016263,61.489594,40.201359,0.860055,1.162716,0
270,1.537769,1.537357,0.159504,155860771.9,3.456238,0.021576,0.390237,0.611748,0.652021,2.575646,1.575646,0.422861,1.616267,0.052237,0.067838,0.891059,0.087938,55384611.16,42544225.64,0.062542,0.063975,0.094079,0.165553,0.834447,0.043505,0.032826,0.99829,0.121138,0.017398,0.156092,0.043142,0.005098,0.083463,0.060132,0.059267,1.323993,0.006789,1.032414,0.032414,-0.234757,-0.029094,0.264854,3.775663,0.00013,19.923774,0.48389,2.066585,0.03684,27.144639,2.093908,0.961466,1.040078,0
271,2.255992,1.223017,0.011417,49162137.33,-2.989493,-0.408345,-12.911262,0.385588,0.395887,1.627571,0.627571,0,0,-0.034131,-0.053256,-17.249371,-0.075399,-3700836.96,-3523925.419,-0.036457,-0.03855,-0.057236,0.174092,0.825908,-0.087938,-0.077533,1.091538,0.180104,0.02041,0.236857,-0.076616,0.026222,-0.0511,-0.061015,-0.074847,1.27232,-0.263518,0.931646,-0.068354,-0.492942,-0.040258,0.59623,1.677204,0.666611,135.721033,1.455862,0.686878,0.004495,222.478188,4.592033,1.673631,0.597503,0
272,5.449555,5.077763,0.901262,37861693.44,10.509893,-0.379991,-17.320736,0.16823,0.170342,1.202255,0.202255,0,0,0.036353,0.035627,1.397545,0.039268,1961953.41,1825764.353,0.038789,0.039911,0.047568,0.420643,0.579357,0.070039,0.081749,0.929961,0.156089,0.009237,0.212165,0.110985,0.125477,0.17923,0.097085,0.039268,0.539762,-0.16,1.040873,0.040873,-0.225575,0.185059,1.465621,0.682305,0.156548,2.635136,2.294601,0.435806,0.058495,17.095477,4.800848,2.502897,0.399537,0
273,1.703884,1.43451,0.223395,12381351.32,-22.137888,0.23369,25.0076,0.559021,0.559073,2.267683,1.267683,0,0,-0.086976,-0.096797,-9.525064,-0.20908,-3638911.72,-2775761.785,-0.115647,-0.197234,-0.237429,0.145754,0.854246,-0.073428,-0.058372,1.073428,0.102027,0.003307,0.140165,-0.076953,0.073159,-0.069558,-0.073216,-0.20908,1.31414,0.082707,0.827075,-0.172925,-0.341829,-0.274658,0.408277,2.449319,0.095336,12.648111,0.603032,1.658286,0.006128,163.17907,33.258331,0.6331,1.579529,0
275,2.589486,0.683322,0.516235,226707808.5,33.18478,0.243671,53.502992,0.3423,0.36067,1.52045,0.52045,0.178143,0.449036,0.028552,0.053443,0.313353,0.042028,21556300.05,20351893.6,0.030188,0.031638,0.042078,0.365876,0.634124,0.129073,0.120445,0.887166,0.144325,0.003964,0.232628,0.147185,0.009807,0.205508,0.131536,0.042028,0.934115,0.212073,1.044154,0.044154,-0.108276,0.044089,0.122377,8.171488,1.658982,2.225725,2.253693,0.443716,0.384374,2.601635,0.475372,4.357308,0.229499,0
276,1.693481,1.688038,0.88439,23394944.93,21.119415,0.733257,27.974813,0.311427,0.322631,1.452279,0.452279,0,0,0.142671,0.255042,0.363809,0.195344,18674883.07,15294888.91,0.172396,0.16874,0.265628,0.527101,0.472899,0.190801,0.157488,0.852852,0.280654,0.009557,0.359008,0.231144,0.014935,0.29897,0.201848,0.19874,1.022827,0.267368,1.129821,0.129821,0.005668,0.219696,0.21611,4.627266,0.001985,3.101006,0.617496,1.619443,0.432886,2.310078,1.807196,1.17084,0.854088,0
278,2.271565,1.522491,0.331929,73927633.05,22.700475,0.274931,28.374003,0.357639,0.366265,1.556758,0.556758,0,0,0.069041,0.080718,0.417125,0.102086,12788100.95,11151464.03,0.078665,0.096402,0.12572,0.427471,0.572529,0.078896,0.068799,0.925504,0.166345,0.003636,0.345824,0.085911,-0.005795,0.106156,0.082532,0.102086,1.13192,0.103159,1.054641,0.054641,0.112113,0.118323,0.43283,2.310376,0.281067,8.029156,0.852335,1.173248,0.164936,6.06294,5.080776,1.049155,0.953148,0
279,10.444338,9.33076,0.086034,27730598.63,-17007.51531,1.83622,-15065.20211,0.072834,0.073488,1.078556,0.078556,0,0,0.131997,0.17353,0.675581,0.142375,6086649.58,5321292.231,0.150983,0.142366,0.166565,0.570096,0.429904,0.320994,0.280608,0.705917,0.209328,-1.90E-05,0.259503,0.465569,8.80E-05,0.425708,0.320948,0.142375,1.110069,0.284295,1.046781,0.046781,-0.127101,0.050692,0.524148,1.907857,0.172411,75.073291,1.617058,0.618407,0.415358,2.407563,1.965912,2.125727,0.470427,0
280,1.258437,0.98916,0.249425,12954042.68,9.271534,-0.233203,-22.482517,0.657591,0.658416,2.920481,1.920481,0,0,0.057672,0.061448,1.722954,0.148508,4820502.2,4344668.329,0.063241,0.111109,0.199508,0.270087,0.729913,0.06036,0.05573,0.93964,0.182078,0.007475,0.200248,0.066476,0.006124,0.075476,0.069309,0.147859,0.873636,-0.168068,1.174409,0.174409,-0.136351,0.273959,0.414302,2.413699,0.194066,5.563015,0.906947,1.1026,0.032346,30.91598,5.290628,1.095961,0.912442,0
281,3.129377,2.530789,1.007251,82653101.3,-101.909903,0.399453,-104.118297,0.247127,0.259528,1.328246,0.328246,0,0,0.087295,0.114105,0.520697,0.117209,15176140.45,13725498.6,0.096622,0.11595,0.131475,0.475,0.525,0.168937,0.16716,0.91406,0.242439,-0.001796,0.363674,0.20798,0.008919,0.21626,0.183031,0.117209,1.172166,0.186997,1.054024,0.054024,-0.073767,0.012475,0.648793,1.541324,0.280219,2.120768,1.464964,0.68261,0.321031,3.114968,2.329184,1.894299,0.5279,0
282,2.194415,1.426262,0.992299,33612431.7,10.609899,0.090207,5.173284,0.221819,0.246678,1.285048,0.285048,0.015918,0.05037,0.036641,0.071857,0.090008,0.042397,5206316.47,4899216.893,0.038709,0.039002,0.05584,0.216219,0.783781,0.054781,0.051413,0.941468,0.123255,0.005685,0.145486,0.058794,0.003427,0.108631,0.060321,0.046303,0.62315,0.029412,1.306415,0.306415,2.340377,0.596494,0.015269,65.491107,0.250455,3.09083,0.715486,1.397652,0.571203,1.750692,1.186478,1.558317,0.641718,0
283,1.920608,1.425278,0.082552,123484647.7,2.072484,-0.166651,-7.006914,0.376743,0.409134,1.604475,0.604475,0.035559,0.070559,0.011759,0.004924,0.017568,0.005368,6611666.41,2451281.231,0.017438,0.014105,0.027544,0.177459,0.822541,0.012638,0.004673,0.990188,0.110683,0.011751,0.15905,0.012839,0.004735,0.087159,0.024354,0.00723,1.10533,-0.082339,1.005397,0.005397,0.152485,0.229794,0.440813,2.268537,0.244732,24.517447,0.948931,1.053818,0.265974,3.759768,2.233618,1.396635,0.716007,0
284,2.397536,2.111571,1.188713,185344728.6,-310.348842,0.488006,-301.408845,0.407818,0.437183,1.68867,0.68867,0.054906,0.065924,0.16423,0.184116,9.755847,0.278352,66640235.48,58354923.41,0.187634,0.219853,0.388786,0.315053,0.684947,0.183646,0.162412,0.835002,0.083315,-0.000596,0.120939,0.230146,0.021035,0.188761,0.184876,0.238792,0.875212,0.17955,1.812901,0.812901,-0.105233,0.51467,0.199142,5.02154,0.105214,2.286454,0.882116,1.133638,0.016648,60.068554,9.691311,0.985301,1.014918,0
285,0.147933,0.056062,0.00161,-184983130,-4.165566,0.02562,0.725145,0.994156,1.1073,171.109891,170.109891,0.770177,-0.023585,-0.143429,-1.233676,-0.332339,-30.433744,-31950779.21,-31950779.21,-0.143429,-0.720347,-1.361045,0.045752,0.954248,-0.352729,-0.358105,1.35177,0.1865,0.069325,0.288385,-0.288183,0.101346,-0.138088,-0.28878,-30.433744,1.415046,0.050271,0.031813,-0.968187,-0.214581,-0.1204,0.045329,22.061031,0.180271,316.582834,0.290275,3.445008,1.077531,0.928047,0.58034,2.013402,0.496672,1
286,1.60682,1.337207,0.161966,51370924.93,16.750671,0.069791,7.161247,0.360396,0.372447,1.563468,0.563468,0.030421,0.097173,0.046398,0.078781,0.252773,0.067356,13819812.32,11396695.76,0.055558,0.05886,0.086973,0.410593,0.589407,0.17043,0.143868,0.835198,0.175209,0.011076,0.209198,0.218452,0.017608,0.24055,0.185533,0.053728,1.221183,0.079319,1.07222,0.07222,-0.100912,0.158086,0.964979,1.036292,0.306421,5.432509,1.826182,0.54759,0.569159,1.756977,0.660809,3.33948,0.299448,0
287,3.20644,1.09809,0.540646,24086015.24,-27.925136,-0.158008,-15.758902,0.215463,0.222927,1.274636,0.274636,0,0,-0.062687,-0.093863,-0.253364,-0.082656,-3056484.61,-3171842.693,-0.060328,-0.076048,-0.073845,0.227439,0.772561,-0.251766,-0.266388,1.251766,0.298737,0.008875,0.42762,-0.213884,0.026037,-0.150394,-0.247825,-0.082656,1.359801,-0.139854,0.923654,-0.076346,-0.123365,-0.099738,0.285875,3.498036,1.866114,2.089738,2.838041,0.352356,1.051402,0.951111,0.787466,4.107937,0.243431,0
288,6.101239,3.968525,2.171409,16077614.61,72.753254,0.927108,-140.386193,0.160892,0.162455,1.191741,0.191741,0.016392,0.018659,-0.0699,-0.076903,-0.773335,-0.082146,-1514273.86,-1499394.624,-0.070584,-0.081937,-0.078439,0.516952,0.483048,-0.075088,-0.073787,1.136564,0.338905,-0.001039,0.650143,-0.06576,-0.008466,-0.057229,-0.075558,-0.082146,1.445482,0.145798,0.899728,-0.100272,-0.122136,-0.077197,0.170805,5.854646,0.335392,2.928455,0.959484,1.042227,0.095414,10.48066,9.010114,1.070471,0.934168,0
289,0.630446,0.442278,0.020641,-26141790.39,-2.554787,-0.078452,-3.265618,0.833083,0.833083,5.990999,4.990999,0,0,-0.051487,-0.136136,-0.153017,-0.428359,-4341602.99,-4363336.431,-0.051131,-0.127932,-0.252289,0.13246,0.86754,-0.100979,-0.101485,1.100274,0.165118,0.028407,0.222165,-0.092667,0.001747,-0.021764,-0.072573,-0.428359,0.463359,-0.092765,0.700104,-0.299896,-0.034001,-0.092446,0.325972,3.067749,0.222497,40.972831,0.745466,1.341443,0.663223,1.507788,1.483918,1.419357,0.704544,0
290,3.811109,3.769464,1.521318,22779778.22,-67.303081,0.411678,-104.842384,0.245808,0.245808,1.325922,0.325922,0,0,0.065411,0.070854,1.43819,0.088009,2141547.7,2156161.348,0.064961,0.077391,0.089292,0.533748,0.466252,0.058328,0.090328,0.969306,0.389694,-0.001313,0.46822,0.096007,0.030256,0.111476,0.088402,0.088009,1.094945,0.13771,1.076142,0.076142,-0.055278,0.2008,0.611168,1.636212,0.01393,1.965049,1.274847,0.784408,0.062807,15.921892,11.627167,1.360853,0.734833,0
291,5.946838,5.93998,5.253119,72808558.99,-200.375007,2.304775,-190.814708,0.115972,0.118444,1.131186,0.131186,0,0,0.239421,0.349185,0.933551,0.272414,35621734.94,30411297.08,0.280682,0.27083,0.30753,0.657767,0.342233,0.539368,0.449536,0.48705,0.118982,-0.002615,0.123771,1.129939,0.002082,0.562752,0.523941,0.272414,1.167664,0.498943,0.93909,-0.06091,2.06281,-0.014362,0.131614,7.598004,0.001485,0.879348,1.287384,0.776769,0.481533,2.076699,1.726252,1.866674,0.535712,0
292,1.948485,1.633268,0.06083,35449855.65,-1.393697,0.018363,0.831723,0.586275,0.587289,2.417067,1.417067,0.215692,0.25388,-0.024473,-0.037914,-0.511022,-0.084369,-1150077.03,-1607599.394,-0.014539,-0.041254,-0.030565,0.215163,0.784837,-0.021729,-0.030497,1.030424,0.178369,0.009115,0.235355,-0.021386,0.003668,0.005258,-0.012703,-0.060575,0.840719,0.007581,0.976107,-0.023893,-0.07462,0.078032,0.596859,1.675436,0.130129,39.821618,0.804377,1.243198,0.059679,16.756446,14.424936,0.873702,1.144555,0
294,9.235307,6.985412,3.006357,144909196.1,-49.191706,1.65146,-85.142581,0.114622,0.122278,1.129461,0.129461,0.045068,0.069663,0.058501,0.089069,0.291429,0.06767,16789173.6,14185818.54,0.069496,0.063096,0.076956,0.517522,0.482478,0.168507,0.140349,0.873281,0.296793,-0.003309,0.405056,0.187154,-0.029963,0.204991,0.162796,0.06767,1.20919,0.281772,1.045738,0.045738,0.009827,0.079561,0.533002,1.876166,0.383877,1.949528,1.575728,0.634627,0.481588,2.076463,1.30412,2.342529,0.426889,0
295,1.564531,1.272681,0.076194,8229134.67,-43.567478,-0.042903,-1.960765,0.253459,0.280421,1.33951,0.33951,0,0,-0.2644,-0.680747,-0.546608,-0.361595,-13896062.18,-15176801.83,-0.24162,-0.308083,-0.273829,0.19787,0.80213,-0.754762,-0.822584,1.761981,0.273297,0.016899,0.369085,-0.643066,0.58636,-0.650202,-0.736268,-0.361595,1.003002,-0.033136,0.733191,-0.266809,7.749064,-0.128911,0.652965,1.531476,0.225408,16.992977,1.208356,0.827571,1.504889,0.664501,0.543814,3.047218,0.328168,0
296,6.301081,5.659078,1.108707,13576494.98,9.876838,1.004566,62.16753,0.112882,0.114302,1.127246,0.127246,0,0,0.017835,0.022511,0.129461,0.018049,408748.41,404190.9066,0.018016,0.020105,0.020493,0.674397,0.325603,0.035522,0.035921,1.152015,0.322432,0.004092,0.513694,0.043282,0.296859,0.071024,0.040419,0.018049,1.302519,0.254406,1.018381,0.018381,0.668899,0.007425,0.038278,26.124557,0.162587,3.561512,1.595747,0.626666,0.277469,3.604011,1.543828,2.243487,0.445735,0
297,2.503923,2.367161,0.321533,10368080.75,-26.922773,-0.713976,-25.305085,0.330852,0.390877,1.494438,0.494438,0,0,-0.253608,-0.317399,-25.253892,-0.392951,-5236830.09,-5282762.027,-0.251322,-0.294512,-0.313909,0.093779,0.906221,-0.133563,-0.134735,1.145204,0.199728,0.004783,0.236751,-0.116856,-0.001905,-0.105162,-0.12878,-0.396455,1.173116,-0.121042,0.7179,-0.2821,-0.428752,-0.290613,0.295203,3.387502,0.023186,18.345185,0.424496,2.355734,0.005335,187.434059,11.374587,0.512411,1.951557,0
298,4.863025,4.522626,0.352766,94911812.55,92.31431,-0.228589,-40.860743,0.202957,0.202957,1.254637,0.254637,0,0,0.092511,0.09258,12.377644,0.114643,12688518.84,11182734.64,0.104815,0.116067,0.139501,0.238087,0.761913,0.112367,0.099062,0.889335,0.104979,0.001231,0.108597,0.129121,0.013133,0.116792,0.113632,0.114669,0.917481,-0.050297,1.129488,0.129488,0.089428,-0.011081,0.88824,1.125822,0.074898,12.883373,1.070016,0.934565,0.008003,124.947936,70.871606,1.084126,0.922402,0
299,2.304941,1.761681,0.070056,18219907.57,5.393811,-0.069784,-3.363863,0.391654,0.391853,1.6438,0.6438,0,0,0.044699,0.040515,0.41475,0.060121,1562307.89,1600599.862,0.043824,0.054413,0.073976,0.363985,0.636015,0.061189,0.062715,0.938811,0.179936,0.013932,0.279527,0.066862,0.009834,0.095586,0.075147,0.062799,0.947086,-0.046866,1.078785,0.078785,-0.087929,0.151513,0.874815,1.143099,0.364845,21.254589,1.547963,0.64601,0.151213,6.613204,5.995976,1.714742,0.583178,0
300,4.163673,2.022301,1.411472,83221130.34,23.965167,0.417889,60.65662,0.284138,0.297648,1.396917,0.396917,0.136392,0.208888,0.027876,0.03748,0.116055,0.037294,4343148.28,4283748.867,0.028246,0.033629,0.033662,0.289096,0.710904,0.037933,0.037285,0.977503,0.205036,0.001646,0.244294,0.039575,0.006526,0.082157,0.039448,0.040744,0.812105,0.099844,0.983075,-0.016925,-0.080049,0.022641,0.050132,19.947182,0.511627,2.965283,0.994806,1.005221,0.321269,3.112653,2.489002,1.396573,0.716038,0
